,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Moderate_Severity(ha),High_Severity(ha)
1138,YOLLA BOLLY COMPLEX (IRON),40.096,-122.979,2008,6,38399.58,15221.61,3858.03
1139,HUMBOLDT COMPLEX (PARADISE),40.117,-124.052,2008,6,496.35,81.09,12.42
1140,MAD RIVER COMPLEX (TRAVIS),40.121,-123.294,2008,6,447.39,72.09,16.74
1141,TGU LIGHTNING COMPLEX (MILL),40.162,-121.868,2008,6,5440.95,2475.18,82.08
1142,YOLLA BOLLY COMPLEX (TROUGH),40.185,-123.119,2008,6,1586.16,555.84,607.86
1143,CUB COMPLEX (CUB),40.194,-121.491,2008,6,8405.82,3572.37,3144.42
1144,MAD RIVER COMPLEX (BONANZA),40.212,-123.227,2008,6,592.47,187.47,25.47
1145,TGU LIGHTNING COMPLEX (ANTELOPE),40.251,-121.871,2008,6,1356.57,581.31,24.66
1146,LIME COMPLEX (NOBLE),40.325,-122.905,2008,6,5229.81,2071.62,188.46
1147,GULCH,40.38,-122.946,2008,9,1190.16,562.77,356.13
1148,LIME COMPLEX (TELEPHONE),40.421,-123.096,2008,6,2959.38,1381.86,544.86
1149,SHU LIGHTNING COMPLEX (DEERLICK),40.452,-122.846,2008,6,5503.68,2397.69,383.67
1150,LIME COMPLEX (DEADSHOT),40.488,-122.922,2008,6,453.06,161.73,128.7
1151,LIME COMPLEX (LIME),40.495,-123.412,2008,6,11021.13,4127.94,1242.54
1152,SHU LIGHTNING COMPLEX (KIRKMAN),40.528,-122.071,2008,6,925.56,200.52,2.25
1153,SHU LIGHTNING COMPLEX (MOON),40.546,-122.663,2008,6,14648.94,6266.97,5133.6
1154,LIME COMPLEX (MINERS),40.637,-123.268,2008,6,10391.76,3779.37,1674.99
1155,SHU LIGHTNING COMPLEX (LOWER),40.638,-122.764,2008,6,594.99,121.68,6.03
1156,LIME COMPLEX (SLIDE),40.659,-123.513,2008,6,496.26,172.71,41.22
1157,SHU LIGHTNING COMPLEX (MOTION),40.698,-122.51,2008,6,11879.19,6014.7,3094.29
1158,IRON AND ALPS COMPLEXES (EAGLE),40.714,-123.162,2008,6,13111.47,5462.46,2447.55
1159,SHU LIGHTNING COMPLEX (PINE),40.726,-122.074,2008,6,802.89,408.87,90.81
1160,IRON AND ALPS COMPLEXES (CEDAR),40.749,-123.361,2008,6,10229.67,3771.99,2893.5
1161,HELLS HALF FIRE (HALF),40.763,-123.56,2008,6,6016.23,2080.89,847.62
1162,SHU LIGHTNING COMPLEX (STEIN),40.787,-122.091,2008,6,513.9,169.83,24.03
1163,IRON AND ALPS COMPLEXES (IRONSIDE),40.823,-123.424,2008,6,5262.75,1305.54,405.9
1164,IRON AND ALPS COMPLEXES (BUCKHORN),40.837,-123.263,2008,6,11916.18,3952.44,2853.36
1165,CORRAL,40.86,-120.86,2008,6,4733.73,1949.13,923.31
1166,IRON AND ALPS COMPLEXES (ZEIGLER),40.869,-123.479,2008,6,992.97,307.26,61.47
1167,PETERSON COMPLEX,40.917,-121.338,2008,6,3209.58,1650.06,364.14
1168,SHU LIGHTNING COMPLEX (VENTURE),40.982,-121.581,2008,6,808.02,407.61,148.23
1169,BEAR WALLOW COMPLEX (CARIBOU),41.059,-123.027,2008,6,4916.88,2077.65,1435.14
1170,IRON AND ALPS COMPLEXES (CAREY),41.073,-123.294,2008,6,1627.2,706.59,314.46
1171,BEAR WALLOW COMPLEX (ANTHONY MILNE),41.505,-123.184,2008,6,879.3,225.54,109.08
1172,PANTHER,41.541,-123.381,2008,7,28916.73,10487.52,9287.19
1173,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),41.614,-123.658,2008,6,40804.29,14168.88,9391.95
1174,JACK,41.811,-121.53,2008,8,2454.21,10.08,0.27
1175,PETERSON,39.724,-119.993,2008,10,138.06,81.81,9.54
1176,HWY 140,37.333,-120.13,2008,6,512.28,512.28,0.0
1177,LAGRANGE,37.692,-120.444,2008,6,572.67,547.02,18.27
1178,COTTONWOOD,33.746,-116.822,2009,8,1028.43,760.23,15.48
1179,OAK GLEN 3,34.035,-116.986,2009,8,829.17,327.15,165.87
1180,MORRIS,34.197,-117.86,2009,8,1048.95,621.99,5.58
1181,SHEEP,34.31,-117.541,2009,10,3014.91,1474.65,146.25
1182,STATION,34.327,-118.136,2009,8,66918.78,38109.42,10462.32
1183,GUIBERSON,34.351,-118.882,2009,9,7831.53,3499.2,37.44
1184,JESUSITA,34.474,-119.725,2009,5,3467.88,2015.91,287.91
1185,LA BREA,34.936,-120.027,2009,8,34079.31,16394.58,6039.9
1186,BRYSON,35.863,-121.043,2009,8,1498.59,1010.7,144.99
1187,LION COMPLEX (GRANITE),36.153,-118.214,2009,7,703.35,287.73,27.18
1188,LION COMPLEX (LION),36.168,-118.293,2009,6,1339.92,464.04,28.53
1189,SHOTGUN,36.322,-118.533,2009,6,521.37,220.95,26.1
1190,GLORIA,36.463,-121.292,2009,8,2704.59,1855.98,84.33
1191,PACHECO,37.028,-121.343,2009,8,700.74,361.44,31.59
1192,LOCKHEED,37.082,-122.214,2009,8,3353.04,883.98,843.75
1193,FORKS,37.28,-118.584,2009,7,1187.19,744.84,219.42
1194,CORRAL,37.593,-121.488,2009,8,4855.32,3342.06,355.5
1195,EXPLOSIVE,37.669,-121.502,2009,6,868.86,499.5,7.92
1196,GROUSE,37.687,-119.686,2009,5,1248.21,463.86,171.18
1197,BIG MEADOW,37.731,-119.757,2009,8,3170.25,1445.13,1144.08
1198,HARDEN,37.893,-119.694,2009,6,672.57,284.58,104.76
1199,WILDCAT,37.942,-119.482,2009,7,474.66,168.39,109.26
1200,KNIGHT,38.175,-120.229,2009,7,3293.82,1272.33,664.29
1201,OASIS,38.946,-122.401,2009,9,596.43,308.88,94.68
1202,YUBA,39.339,-121.186,2009,8,1626.3,729.0,594.45
1203,FAIRFIELD,40.526,-121.349,2009,8,577.8,252.45,38.43
1204,COFFIN,40.684,-122.835,2009,8,441.27,129.96,207.09
1205,HAT CREEK COMPLEX (SUGARLOAF),40.702,-121.439,2009,8,3896.91,1706.31,1533.33
1206,HAT CREEK COMPLEX (BROWN),40.833,-121.534,2009,8,746.37,349.74,129.6
1207,SHU LIGHTNING COMPLEX (CASSEL),40.942,-121.487,2009,8,2609.1,1535.31,171.99
1208,SHU LIGHTNING COMPLEX (GOOSE),40.973,-121.762,2009,8,1721.79,509.58,540.18
1209,DODGE COMPLEX (MENDIBOURNE),40.978,-120.371,2009,8,603.27,224.55,318.33
1210,SHU LIGHTNING COMPLEX (CHALK),40.986,-121.812,2009,8,2772.18,992.79,882.54
1211,BACKBONE,41.07,-123.436,2009,7,1902.24,862.92,514.17
1212,REDSPOT,41.158,-123.405,2009,7,476.55,226.35,105.75
1213,MILL CREEK 4,41.202,-123.621,2009,10,1162.53,365.13,302.13
1214,RED ROCK,41.566,-123.166,2009,8,573.75,215.55,72.36
1215,TENNANT,41.704,-122.012,2009,7,1241.37,579.78,489.33
1216,RED ROCK,39.765,-119.975,2009,7,759.33,352.98,13.5
1217,TRAILER 1,39.921,-119.993,2009,7,180.18,86.85,40.14
1218,MONTE,32.894,-116.817,2010,8,410.58,318.42,4.23
1219,ALISO,33.343,-117.362,2010,7,1319.85,902.43,182.61
1220,VALLEY COMPLEX,33.658,-116.907,2010,7,409.95,290.88,42.03
1221,MCKINLEY,33.859,-117.502,2010,5,489.42,356.22,7.2
1222,CROWN,34.576,-118.228,2010,7,5678.1,3504.24,1268.1
1223,BEAR CREEK,34.654,-120.583,2010,10,531.36,177.39,154.62
1224,POST,34.839,-118.905,2010,8,587.88,300.69,120.69
1225,COTTON,35.061,-119.886,2010,5,843.39,323.64,0.0
1226,WEST,35.066,-118.412,2010,7,724.5,400.86,177.75
1227,WASH,35.116,-119.786,2010,5,420.66,312.3,7.83
1228,POZO,35.329,-120.32,2010,8,546.21,226.98,229.86
1229,CANYON,35.554,-118.542,2010,9,4475.52,1641.87,414.54
1230,INDIAN,35.708,-117.968,2010,7,769.32,346.95,21.42
1231,SAND 2,35.783,-117.966,2010,7,440.37,211.68,18.9
1232,BULL,35.812,-118.45,2010,7,6979.05,3681.0,420.3
1233,SHEEP COMPLEX,36.783,-118.722,2010,7,3889.71,2036.52,710.64
1234,ROBINSON,37.465,-120.358,2010,6,617.58,472.77,0.0
1235,MONO,37.902,-119.051,2010,7,526.14,226.35,189.63
1236,SLOPE,37.903,-119.669,2010,7,945.45,243.81,17.46
1237,WOLF CREEK,38.561,-119.721,2010,7,488.16,194.85,97.47
1238,BULLARD,39.392,-121.146,2010,8,530.37,183.6,211.86
1239,CONSTANTIA,39.934,-120.058,2010,7,611.64,366.93,105.57
1240,BAR,40.031,-121.176,2010,7,463.59,231.12,48.6
1241,MCDONALD,40.947,-120.343,2010,7,4065.21,2004.57,455.22
1242,BALES,35.821,-118.994,2010,6,409.77,409.77,0.0
1243,THREE SLASHES,33.275,-114.703,2011,8,803.97,167.58,598.05
1244,GREAT,33.06,-116.502,2011,10,914.58,340.83,140.49
1245,EAGLE,33.314,-116.478,2011,7,5967.81,1115.82,9.72
1246,GILMAN,33.929,-117.08,2011,8,429.93,348.57,1.35
1247,HILL,34.368,-117.448,2011,9,540.72,410.58,37.44
1248,CANYON,35.016,-118.395,2011,9,5950.62,3485.25,1227.6
1249,COMANCHE,35.117,-118.759,2011,9,10507.5,7479.27,1247.94
1250,KEENE COMPLEX,35.285,-118.492,2011,9,3549.6,2355.21,258.66
1251,WELLS,35.356,-115.775,2011,8,746.1,135.81,0.0
1252,BRECKENRIDGE COMPLEX,35.39,-118.698,2011,9,11022.03,8477.91,628.83
1253,ANTELOPE,35.458,-119.892,2011,6,2130.93,1536.75,134.01
1254,COVE,35.65,-118.365,2011,5,573.57,326.61,54.0
1255,QUINN,35.756,-118.896,2011,6,1319.22,1220.13,11.61
1256,LION,36.301,-118.536,2011,7,7149.96,1844.73,808.2
1257,JOHN,37.118,-118.299,2011,9,2340.99,1834.74,0.09
1258,AVALANCHE,37.664,-119.686,2011,7,466.56,147.33,8.73
1259,MOTOR,37.678,-119.849,2011,8,2151.18,516.6,734.22
1260,TAMARACK,37.778,-119.735,2011,9,409.95,220.86,32.04
1261,MILTON,37.939,-120.908,2011,9,473.85,260.73,0.63
1262,RUTH,40.258,-123.299,2011,9,450.45,95.4,146.34
1263,COUGAR,41.643,-121.436,2011,6,786.87,372.51,209.16
1264,SCORPION COMPLEX,41.776,-121.357,2011,7,1120.5,512.1,4.77
1265,ANNIE,41.918,-120.115,2011,8,854.82,242.28,541.71
1266,BUCKEYE,38.253,-119.313,2011,9,480.42,213.21,32.94
1267,BORDER 6,32.579,-116.264,2012,5,45.45,15.75,0.0
1268,SHOCKEY,32.618,-116.335,2012,9,1079.46,528.39,83.52
1269,OLD 2,32.693,-116.367,2012,6,428.58,204.21,34.92
1270,BANNER,33.053,-116.45,2012,5,2173.05,976.95,30.51
1271,STEWART,33.138,-116.495,2012,8,3844.8,1639.71,147.24
1272,WILSON,33.191,-116.462,2012,8,4875.39,2225.25,8.55
1273,CHIHUAHUA 2,33.39,-116.721,2012,8,857.25,580.68,35.55
1274,BUCK,33.581,-116.856,2012,8,1044.81,898.29,9.81
1275,HIGHLAND,33.848,-116.959,2012,6,882.0,602.01,113.4
1276,WILLIAMS,34.261,-117.79,2012,9,1677.15,1143.0,81.63
1277,SAND,35.119,-118.301,2012,7,557.82,306.9,4.86
1278,JAWBONE COMPLEX,35.282,-118.222,2012,8,4942.35,2887.02,802.35
1279,PIUTE COMPLEX,35.527,-118.448,2012,8,603.99,257.58,161.91
1280,GEORGE,36.167,-118.473,2012,6,759.69,320.49,198.27
1281,FISH,37.124,-118.275,2012,7,450.09,291.6,0.18
1282,GAINES,37.51,-120.151,2012,6,716.94,477.99,69.93
1283,CASCADE,37.777,-119.675,2012,6,657.54,418.77,39.42
1284,INDIAN,37.956,-118.848,2012,8,5124.15,999.09,50.13
1285,RAMSEY,38.395,-120.157,2012,8,466.56,192.87,149.04
1286,SIXTEEN COMPLEX,39.01,-122.305,2012,9,7359.57,2466.45,1446.12
1287,WALKER WYE,39.022,-122.405,2012,8,2365.65,663.3,266.67
1288,WYE,39.011,-122.587,2012,8,1259.82,410.4,239.49
1289,ROBBERS,39.055,-120.887,2012,7,1064.34,360.09,434.97
1290,SCOTTS,39.145,-123.045,2012,9,2015.91,967.59,553.05
1291,MILL,39.32,-122.627,2012,7,12045.6,6535.35,3669.93
1292,SITES COMPLEX,39.363,-122.447,2012,7,1460.34,749.25,76.95
1293,NORTH PASS,39.894,-123.047,2012,8,17680.68,6206.49,5736.6
1294,CHIPS,40.095,-121.199,2012,7,32308.56,12827.79,12311.91
1295,MILL,40.208,-121.631,2012,8,795.69,314.01,249.57
1296,PONDEROSA,40.424,-121.776,2012,8,11613.87,2957.13,6441.66
1297,DALE,40.488,-122.483,2012,7,581.85,233.37,66.69
1298,READING,40.553,-121.423,2012,7,10780.02,4029.66,4521.06
1299,STAFFORD,40.541,-123.107,2012,9,1825.56,587.7,914.04
1300,RUSH,40.603,-120.09,2012,8,107125.11,44962.47,3534.12
1301,FLAT,40.792,-123.335,2012,7,741.78,262.62,109.44
1302,SALT CREEK,40.841,-122.321,2012,8,470.7,201.24,112.68
1303,BAGLEY,41.032,-122.055,2012,8,19317.6,6804.18,5806.89
1304,LIKELY,41.151,-120.462,2012,9,5092.65,1715.58,791.19
1305,NELSON (W-1),41.295,-120.425,2012,8,1667.16,411.03,601.47
1306,LAKE COMPLEX,41.764,-120.979,2012,8,851.58,104.22,7.38
1307,FORT COMPLEX,41.903,-123.22,2012,8,9865.26,4058.82,3072.78
1308,HELLO,41.962,-123.228,2012,8,444.96,157.77,88.83
1309,BARRY POINT,42.015,-120.681,2012,8,15471.0,5690.97,3059.1
1310,TURKEY,35.831,-120.282,2012,7,1095.57,563.76,522.0
1311,ISLAND LAKE,33.055,-114.655,2013,5,232.83,104.4,88.65
1312,CHARIOT,32.928,-116.458,2013,7,2680.65,1497.87,496.98
1313,GENERAL,33.041,-116.498,2013,5,578.88,320.67,1.35
1314,FELIPE,33.12,-116.542,2013,5,1198.26,999.18,32.76
1315,DELUZ,33.362,-117.314,2013,10,953.19,565.92,152.37
1316,FALLS,33.637,-117.393,2013,8,638.19,433.44,111.24
1317,MOUNTAIN,33.734,-116.635,2013,7,11412.9,3887.01,5927.13
1318,SILVER,33.879,-116.804,2013,8,8442.54,5629.41,910.98
1319,SUMMIT,33.959,-116.909,2013,5,1344.51,845.46,217.08
1320,HATHAWAY,34.024,-116.801,2013,6,1562.67,487.89,741.51
1321,SPRINGS,34.133,-119.004,2013,5,9486.9,5775.66,1446.66
1322,WHITE,34.552,-119.774,2013,5,822.33,465.21,84.78
1323,POWERHOUSE,34.668,-118.457,2013,5,13052.79,5039.91,5289.3
1324,GRAND,34.789,-118.911,2013,5,1831.41,1149.93,348.48
1325,FISH,36.23,-118.427,2013,8,865.35,420.48,271.26
1326,ASPEN,37.294,-119.263,2013,7,9536.04,4779.0,3005.01
1327,CARSTENS,37.544,-119.873,2013,6,701.64,240.39,334.71
1328,RIM,37.916,-119.969,2013,8,104023.89,33619.32,45931.05
1329,MORGAN,37.883,-121.901,2013,9,1226.79,453.78,323.01
1330,POWER,38.25,-120.016,2013,8,478.89,199.44,197.91
1331,MCCABE,38.802,-122.839,2013,11,1346.4,502.11,36.99
1332,AMERICAN,39.136,-120.588,2013,8,11304.63,4005.36,6072.3
1333,SWEDES,39.464,-121.411,2013,8,1057.77,528.66,249.21
1334,DEER,40.075,-121.859,2013,8,4802.94,3007.26,138.33
1335,PANTHER,40.173,-121.65,2013,5,2925.18,1071.9,908.73
1336,CLOVER,40.457,-122.522,2013,9,3345.84,1876.77,677.7
1337,CORRAL COMPLEX,41.031,-123.469,2013,8,5501.25,1470.42,2204.1
1338,SALMON RIVER COMPLEX,41.314,-123.203,2013,7,6054.93,2374.65,2027.52
1339,BUTLER,41.278,-123.392,2013,7,9736.92,3627.81,3135.51
1340,SPRING PEAK,38.25,-118.89,2013,8,1796.31,1050.48,269.73
1341,RED ROCK,39.926,-119.968,2013,7,228.15,105.12,63.27
1342,BERNARDO,33.0,-117.157,2014,5,616.05,297.27,5.13
1343,SAN DIEGO COMPLEX,33.11,-117.15,2014,5,878.04,403.2,56.88
1344,PULGAS,33.319,-117.391,2014,5,6046.47,3747.87,393.3
1345,TOMAHAWK,33.358,-117.285,2014,5,2193.39,1518.21,127.8
1346,COMBAT,33.42,-117.545,2014,5,529.29,315.09,27.54
1347,COLBY,34.16,-117.875,2014,1,817.47,432.81,264.6
1348,NICOLLS,35.631,-118.142,2014,7,745.11,320.85,247.14
1349,SHIRLEY,35.702,-118.517,2014,6,1131.21,591.12,201.42
1350,WAY,35.735,-118.461,2014,8,1597.86,986.58,112.59
1351,STONY,35.983,-121.284,2014,6,2361.87,1281.96,103.14
1352,FRENCH,37.294,-119.36,2014,7,5882.76,2196.36,2798.01
1353,EL PORTAL,37.711,-119.78,2014,7,2010.87,1001.25,655.65
1354,MEADOW,37.745,-119.483,2014,8,1761.03,495.18,702.27
1355,DARK HOLE,37.815,-119.618,2014,7,453.15,240.93,46.44
1356,MONTICELLO,38.538,-122.07,2014,7,2826.72,1992.33,381.33
1357,SAND,38.575,-120.79,2014,7,1787.13,782.46,370.26
1358,BUTTS,38.698,-122.443,2014,7,1727.82,1200.15,93.51
1359,KING,38.93,-120.542,2014,9,40089.87,9138.6,22856.22
1360,LODGE COMPLEX,39.782,-123.652,2014,7,4975.56,1248.3,579.78
1361,BULLY,40.461,-122.793,2014,7,4525.83,2293.29,1533.69
1362,EILER,40.799,-121.558,2014,7,12534.3,3825.27,6775.47
1363,GULCH,40.711,-122.164,2014,9,557.19,308.97,121.41
1364,BALD,40.87,-121.314,2014,7,16053.21,7350.3,4453.02
1365,COFFEE COMPLEX,41.155,-122.82,2014,8,2585.7,704.25,1536.12
1366,DAY,41.249,-121.296,2014,7,5564.34,1765.44,2826.72
1367,WHITES,41.319,-123.038,2014,7,13968.9,4349.7,4980.33
1368,GULCH,41.476,-120.924,2014,7,560.07,267.84,10.98
1369,MAN,41.539,-123.213,2014,8,6847.2,2412.0,1934.82
1370,LOG,41.54,-123.042,2014,7,1615.32,724.59,364.77
1371,LITTLE DEER,41.672,-122.104,2014,7,2265.75,1481.94,181.08
1372,HAPPY CAMP COMPLEX,41.707,-123.196,2014,8,47952.45,17783.19,17658.0
1373,KNF BEAVER,41.89,-122.871,2014,7,13871.97,5031.0,6243.84
1374,BEAVER COMPLEX,42.029,-122.25,2014,7,3778.2,1124.91,99.27
1375,ETIWANDA,34.169,-117.543,2014,4,759.69,737.64,2.25
1376,HORNO,33.346,-117.461,2015,8,628.38,170.55,8.01
1377,GRENADE,33.404,-117.514,2015,4,668.79,424.35,30.51
1378,CARL,33.431,-117.474,2015,4,1285.29,759.51,1.35
1379,HIGHWAY,33.907,-117.624,2015,4,490.41,132.39,259.38
1380,LAKE,34.147,-116.762,2015,6,12309.75,7251.21,1239.39
1381,CABIN,34.267,-117.843,2015,8,616.77,345.24,89.37
1382,SOLIMAR,34.303,-119.342,2015,12,465.93,300.06,43.92
1383,NORTH,34.372,-117.474,2015,7,1767.6,1028.7,0.0
1384,CUESTA,35.356,-120.612,2015,8,977.94,257.31,221.58
1385,PARKHILL,35.367,-120.424,2015,6,727.92,519.57,96.84
1386,PEANUT,35.977,-121.298,2015,6,1528.38,792.72,51.57
1387,CABIN,36.26,-118.555,2015,7,2924.46,1196.64,619.56
1388,TASSAJARA,36.391,-121.589,2015,9,439.74,243.63,40.14
1389,ROUGH,36.852,-118.884,2015,8,59231.16,22783.86,15513.21
1390,CORRINE,37.179,-119.5,2015,6,431.1,75.42,0.45
1391,WILLOW,37.282,-119.479,2015,7,2424.96,931.86,1230.39
1392,ROUND,37.491,-118.624,2015,2,2506.59,1117.62,111.78
1393,TESLA,37.636,-121.594,2015,8,1015.38,541.26,0.81
1394,WALKER,37.902,-119.151,2015,8,1528.2,810.36,420.03
1395,BUTTE,38.266,-120.592,2015,9,29472.39,10683.63,13317.84
1396,WRAGG,38.481,-122.069,2015,7,3262.41,1034.37,1870.11
1397,WASHINGTON,38.642,-119.699,2015,6,7481.88,2589.84,1624.68
1398,VALLEY,38.788,-122.613,2015,9,31139.28,11246.76,13242.96
1399,ROCKY,38.91,-122.45,2015,7,38810.07,15477.57,15231.78
1400,LOWELL,39.212,-120.869,2015,7,1067.49,314.55,505.71
1401,LUMPKIN,39.527,-121.327,2015,9,460.44,124.92,282.24
1402,STEELHEAD,40.198,-123.624,2015,7,846.63,165.33,32.04
1403,PICKETT,40.362,-123.381,2015,7,4544.1,1312.2,1074.33
1404,GOBBLER,40.346,-123.441,2015,7,3464.73,1000.89,677.7
1405,LASSICS,40.316,-123.533,2015,8,8384.31,2774.52,1892.7
1406,BLUE,40.392,-123.189,2015,7,1214.91,383.22,431.64
1407,BUCK,40.442,-123.556,2015,8,782.91,169.11,47.07
1408,SHIELL,40.469,-123.066,2015,7,10051.11,4392.81,2047.23
1409,PEAK,40.495,-123.207,2015,8,2557.17,1205.73,679.86
1410,BARKER,40.628,-123.102,2015,7,1596.69,470.34,656.19
1411,ROUTE COMPLEX,40.601,-123.541,2015,7,14343.21,3925.35,3375.72
1412,PATTISON,40.7,-123.416,2015,7,12596.67,4523.4,3573.72
1413,SADDLE,40.687,-123.534,2015,6,770.67,226.08,252.36
1414,RIVER COMPLEX,40.914,-123.364,2015,7,31779.45,10693.26,7062.12
1415,DODGE,40.951,-120.061,2015,8,4445.37,2095.02,1411.56
1416,FROG,41.41,-121.381,2015,7,2127.33,1174.5,179.64
1417,NICKOWITZ,41.448,-123.755,2015,8,3382.47,732.15,301.5
1418,PEAK,41.588,-123.788,2015,8,5773.05,1764.81,1305.99
1419,COON,41.759,-123.954,2015,8,2422.17,772.29,566.28
1420,BEAR,41.839,-123.724,2015,8,4923.72,1517.58,1353.96
1421,TOPOCK,34.74,-114.51,2016,4,78.3,22.5,4.86
1422,BORDER 3,32.611,-116.572,2016,6,3210.48,363.06,2.88
1423,ROBLAR,33.402,-117.362,2016,7,494.37,149.94,0.09
1424,BOGART,33.986,-116.933,2016,8,598.32,239.49,2.61
1425,FISH,34.181,-117.939,2016,6,1833.75,1217.79,98.46
1426,RESERVOIR,34.197,-117.876,2016,6,513.0,276.84,0.72
1427,BLUE CUT,34.324,-117.506,2016,8,14914.8,4557.42,99.18
1428,PILOT,34.308,-117.247,2016,8,3345.21,1818.27,307.26
1429,SAGE,34.366,-118.574,2016,7,405.99,304.02,6.03
1430,SAND,34.391,-118.35,2016,7,16815.15,5524.2,261.0
1431,SHERPA,34.497,-120.033,2016,6,3021.39,1754.37,608.22
1432,REY,34.586,-119.725,2016,8,13488.75,3324.96,46.26
1433,PINE,34.639,-119.234,2016,6,948.6,382.68,131.94
1434,CANYON,34.597,-120.584,2016,9,4697.01,1578.69,619.29
1435,SODA,35.026,-119.58,2016,6,896.04,141.03,0.0
1436,DEER,35.222,-118.688,2016,7,749.79,498.06,35.64
1437,ERSKINE,35.569,-118.334,2016,6,19454.31,6396.84,171.27
1438,CHIMNEY,35.738,-121.075,2016,8,18999.72,8877.06,2838.69
1439,CEDAR,35.791,-118.571,2016,8,11813.4,3067.83,7104.33
1440,CAMP ROBERTS,35.744,-120.802,2016,5,1785.87,1442.61,24.3
1441,CHIMNEY,35.855,-118.025,2016,6,597.6,151.02,127.89
1442,MEADOW,35.975,-118.579,2016,10,1760.13,624.51,195.39
1443,STONY,35.989,-121.293,2016,6,1995.57,967.95,24.93
1444,CURRY,36.087,-120.45,2016,7,1149.3,517.14,44.37
1445,SLATE,36.082,-118.556,2016,10,858.87,277.11,41.76
1446,MINERAL,36.144,-120.523,2016,8,2775.33,2128.41,21.06
1447,COLEMAN,36.125,-121.284,2016,6,1163.43,511.11,34.56
1448,JACOBSON,36.233,-118.537,2016,10,677.52,214.11,124.92
1449,HIDDEN,36.267,-118.637,2016,11,936.81,349.29,111.69
1450,METZ,36.387,-121.217,2016,5,1548.9,1131.39,10.44
1451,SOBERANES,36.322,-121.701,2016,7,53569.17,24903.45,8930.25
1452,SACATA,36.927,-119.264,2016,10,923.67,662.04,25.29
1453,GOOSE,37.015,-119.466,2016,7,1008.18,278.55,9.54
1454,LOMA,37.116,-121.818,2016,9,1772.55,833.13,594.63
1455,OWENS RIVER,37.765,-118.911,2016,9,2487.33,983.25,288.36
1456,CLARK,37.799,-118.916,2016,8,1227.33,620.37,110.07
1457,MARSHES,37.778,-120.282,2016,9,446.58,279.9,34.74
1458,COLD,38.536,-122.077,2016,8,2545.02,1678.32,284.58
1459,SAWMILL,38.814,-122.841,2016,9,638.01,333.27,115.56
1460,CLAYTON,38.915,-122.587,2016,8,1502.82,800.55,260.91
1461,TRAILHEAD,38.963,-120.83,2016,6,2323.53,894.15,1029.6
1462,WILLARD,40.378,-120.749,2016,9,1145.34,491.67,343.26
1463,SOUP COMPLEX,41.29,-120.269,2016,9,1133.19,234.63,184.14
1464,PONY,41.614,-123.549,2016,6,1266.75,559.53,198.45
1465,GAP,41.856,-123.036,2016,8,13736.52,4321.35,4212.27
1466,GATE,32.654,-116.829,2017,5,917.19,820.17,38.34
1467,LILAC 5,33.299,-117.203,2017,12,1683.45,805.23,168.12
1468,CANYON 2,33.823,-117.734,2017,10,3681.9,695.07,10.89
1469,CANYON,33.861,-117.66,2017,9,1110.33,468.27,33.84
1470,MANZANITA,33.863,-116.948,2017,6,2556.45,1956.33,112.86
1471,PALMER,33.991,-117.121,2017,9,1677.6,981.45,2.88
1472,BLAINE,33.984,-117.29,2017,8,452.43,384.48,7.29
1473,OPERA,33.997,-117.301,2017,4,433.71,187.56,180.72
1474,HOLCOMB,34.314,-116.837,2017,6,612.09,476.46,7.56
1475,LA TUNA,34.23,-118.316,2017,9,2847.33,1725.12,95.58
1476,CREEK,34.294,-118.352,2017,12,6409.44,3889.17,780.84
1477,THOMAS,34.459,-119.303,2017,12,114042.96,48699.27,19583.55
1478,RYE,34.43,-118.635,2017,12,1980.81,1291.41,36.9
1479,WHITTIER  CA-LBOR-001770,34.535,-119.952,2017,7,7489.26,3231.18,3332.97
1480,HUDSON,34.948,-119.465,2017,7,480.42,394.65,67.59
1481,ALAMO,34.96,-120.288,2017,7,11839.77,4051.62,1604.61
1482,TARINA,35.385,-118.793,2017,6,508.86,454.77,0.63
1483,HILL,35.405,-120.481,2017,6,765.9,447.75,27.0
1484,GARDEN,35.518,-118.645,2017,7,598.77,337.59,34.29
1485,HIGHWAY,35.586,-118.574,2017,6,686.07,454.95,2.25
1486,QUAIL COMPLEX,35.605,-119.067,2017,7,808.92,376.47,0.27
1487,CALDWELL,35.765,-118.381,2017,9,615.06,201.87,18.72
1488,PARKFIELD,35.778,-120.674,2017,7,756.99,569.16,74.34
1489,GARZA,35.957,-120.299,2017,7,19587.42,14478.66,759.87
1490,RANGE,35.925,-121.181,2017,6,845.1,181.98,0.0
1491,ROADRUNNER,36.015,-118.933,2017,7,985.23,833.49,64.89
1492,PARK,36.021,-120.499,2017,7,726.39,238.95,180.63
1493,JAYNE,36.061,-120.274,2017,4,1892.16,629.73,0.0
1494,SCHAEFFER,36.096,-118.365,2017,6,6515.01,3089.43,2199.33
1495,ELM 2,36.075,-120.405,2017,5,4357.44,2228.4,27.63
1496,PIER,36.122,-118.708,2017,8,14822.1,3954.42,4481.1
1497,DERRICK,36.207,-120.464,2017,7,653.4,304.65,4.41
1498,INDIAN,36.25,-118.292,2017,8,990.99,404.1,328.68
1499,LION,36.285,-118.471,2017,9,7517.61,3546.72,739.89
1500,OAKWOOD,37.076,-119.769,2017,6,609.57,547.29,10.8
